Año,ID,vivio_otra_provincia,mudanza_futura,fecha,edad_agrupada,pais_nacimiento_var,genero_agrup,idioma,idioma_var,descendencia,region,periodo_residencia,migracion_reciente,motivo_estudios_nuevas_experiencias,motivo_mejor_trabajo,motivo_violencias_persecuciones,motivo_necesidades_basicas,motivo_familiar,motivo_otro,hijos,asistencia_educacion,hijos_educacion_problema_ninguno,hijos_educacion_problema_inscripcion,hijos_educacion_problema_documentacion,hijos_educacion_problema_otros,hijos_educacion_problema_cupo,salud_cobertura,salud_problemas,salud_acceso_publica,salud_acceso_obrasocial,salud_acceso_tradicional,salud_acceso_otro,salud_acceso_nunca_necesito,salud_acceso_no_pudo,salud_dificultad_acceso,salud_dificultad_ninguna,salud_dificultad_maltrato,salud_dificultad_economicas,salud_dificultad_administrativas,salud_dificultad_acceso_servicio,salud_dificultad_otras,salud_dificultad_comunicacion,dni_tenencia,solicitud_asilo_refugio,dni_tuvo_dificultad,dni_dificultad_tipo_turnos,dni_dificultad_tipo_economica,dni_dificultad_tipo_doc_origen,dni_dificultad_tipo_informacion,dni_dificultad_tipo_internet,dni_dificultad_tipo_otro,hogar_personas,hogar_discapacidad,hogar_convivencia,vivienda_tenencia,vivienda_dificultad_ninguna,vivienda_dificultad_alquilar,vivienda_dificultad_economicas,vivienda_dificultad_programas,vivienda_dificultad_otras,vivienda_dificultad_conflictos,nivel_educativo_agrup,estudiando_actualmente,estudio_primario,estudio_secundario,estudio_superior,estudio_capacitaciones,inscripcion_estudio_ninguno,inscripcion_estudio_dni,inscripcion_estudio_discriminacion,inscripcion_estudio_inscripcion,inscripcion_estudio_otros,situacion_ocupacional_agrup,circuitos_laborales,trabajo_en_area_experiencia,dificultad_trabajo_experiencia,trabajo_dificultad_titulos,trabajo_dificultad_discriminacion,trabajo_dificultad_documentacion,trabajo_dificultad_experiencia,trabajo_dificultad_hogar,envia_dinero_exterior,recibe_ayuda_economica,dificultad_gestion_subsidios,discriminacion_experimentada,discriminacion_lugar_estado,discriminacion_lugar_atencion_medica,discriminacion_lugar_educacion,discriminacion_lugar_trabajo,discriminacion_lugar_transporte,discriminacion_lugar_calle,discriminacion_lugar_grupos_sociales,discriminacion_lugar_medios,discriminacion_lugar_otros,discriminacion_lugar_fuerzas_seguridad,violencia_fuerza_seguridad,violencia_genero,participacion_organizacion,participacion_tipo_migrantes,participacion_tipo_social_barrial,participacion_tipo_partido,participacion_tipo_religiosa,participacion_tipo_cooperativa,participacion_tipo_otra,participacion_tipo_movimiento_social,voto_elecciones_locales,motivo_no_voto_requisitos,motivo_no_voto_desinformacion,motivo_no_voto_desinteres,motivo_no_voto_obstaculos,voto_elecciones_pais_origen,motivo_no_voto_extranjero,situacion_vida_argentina,peso_muestral_total,peso_muestral_nacionalidad
2020,311,Si,No,11/04/2020,18-29,Venezuela,Varón,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,no,1,1,1,1,0,0,"No, no tengo hijos",Sí,,,,,,Ninguna,No,False,False,True,False,,,Nunca me atendí,,,,,,,,Si,Prefiero no responder,"No, no he tenido dificultades",False,False,False,False,False,False,5.0,No,No tengo cónyuge o pareja,Alquiler con contrato formal,False,False,True,False,False,,Secundario completo,No,,,,,,,,,,Trabaja,,Sí,,False,True,False,False,,Sí,Sí,,No,,,,,,,,,,,No,No,Sí,True,False,False,False,False,False,,No,False,True,False,False,No,,Empeorada,0.48249,2.69801
2020,312,No,No sé,11/04/2020,65+,Venezuela,Mujer,Español / Castellano,Español / Castellano,Ninguna de las anteriores,Región Pampeana,Hasta 5 años,si,0,0,0,1,1,0,"Sí, nacidos en otro país",,,,,,,,Prefiero no responder,,,,,,,,,,,,,,,Si,Sí,"Sí, por dificultades económicas",False,True,False,False,False,False,,"Sí, yo",No tengo cónyuge o pareja,,,,,,,,Prefiero no responder,,,,,,,,,,,Otra,,,,,,,,,,No sé,,,,,,,,,,,,,Prefiero no responder,,,,,,,,,,,,,,,Prefiero no responder,,,0.00228,0.01276
2020,313,No,Prefiero no responder,11/04/2020,18-29,Venezuela,Mujer,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,no,1,0,0,1,0,0,"No, no tengo hijos",,,,,,,Ninguna,No,True,False,False,False,,,Alguna vez,True,False,False,False,False,False,,Si,No,"No, no he tenido dificultades",False,False,False,False,False,False,1.0,No,"Sí, con una persona nacida en otro país (migrante o extranjero/a)",Alquiler con contrato formal,False,False,True,False,False,,Secundario completo,Sí,False,False,False,True,True,False,False,False,False,Trabaja,Circuito de producción y comercialización de alimentos,Sí,,,,,,,No,No,,"Sí, alguna vez",False,False,False,True,False,False,False,False,False,,No,No,No,,,,,,,,No,True,False,False,False,No,,Empeorada,0.25752,1.44005
2020,314,Si,"Sí, a otro país que no es mi país de origen",11/04/2020,30-44,Venezuela,Varón,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,si,0,0,1,0,0,0,"Sí, nacidos en otro país",Sí,True,False,False,False,,Ninguna,No,True,False,False,False,,,Nunca,True,False,False,False,False,False,,No,Sí,"Sí, no pude sacar turno o me lo postergaron",True,False,False,False,False,False,5.0,No,"Sí, con una persona nacida en otro país (migrante o extranjero/a)",Alquiler informal / anticrético,False,False,True,False,False,,Superior o universitario completo y más,Sí,False,False,True,False,False,True,False,False,False,Trabaja,Circuito de economía de los cuidados,No,,False,False,False,True,,No,Sí,,"Sí, alguna vez",False,False,False,False,False,False,False,False,True,,No,No,Sí,False,False,False,True,False,False,,No,True,False,False,False,No,,Mejorada,0.15306,0.85591
2020,315,No,No,11/04/2020,30-44,Venezuela,Mujer,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,si,1,0,0,1,0,1,"Sí, nacidos en otro país",Sí,True,False,False,False,,Ninguna,No,True,False,False,False,,,Nunca,True,False,False,False,False,False,,Si,No,Prefiero no responder,,,,,,,5.0,No,No tengo cónyuge o pareja,Alquiler con contrato formal,False,False,True,False,True,,Superior o universitario completo y más,No,,,,,,,,,,Desempleado,,No,,False,False,False,True,,No,Sí,,No,,,,,,,,,,,No,No,No,,,,,,,,No,False,True,False,False,No,,Empeorada,0.0817,0.45684
2020,316,No,No sé,11/04/2020,30-44,Venezuela,Mujer,Español / Castellano,Español / Castellano,Ninguna de las anteriores,Región Pampeana,Hasta 5 años,no,0,0,0,1,0,0,"Sí, nacidos en otro país",Sí,True,False,False,False,,Ninguna,Sí,True,False,False,False,,,Nunca,,,,,,,,Si,No,"No, no he tenido dificultades",False,False,False,False,False,False,4.0,"Sí, otra persona de mi hogar","Sí, con una persona nacida en otro país (migrante o extranjero/a)",Alquiler con contrato formal,False,True,True,True,False,,Superior o universitario completo y más,No,,,,,,,,,,Trabaja,Circuito de trabajo asalariado clásico,No,,False,True,False,False,,Sí,No,,No,,,,,,,,,,,No,No,Sí,False,False,False,False,False,True,,No,True,False,False,False,No,,Se mantuvo igual,0.0817,0.45684
2020,317,No,No sé,11/04/2020,30-44,Venezuela,Varón,Español / Castellano,Español / Castellano,Ninguna de las anteriores,Región Pampeana,Hasta 5 años,no,0,0,0,1,0,0,"Sí, algunos nacidos en Argentina y otros/as en otro país",Sí,True,False,False,False,,Ninguna,No,True,False,True,False,,,Nunca,True,False,False,False,False,False,,Si,No,Otro (especifique),False,False,False,False,False,True,0.0,No,"Sí, con una persona nacida en otro país (migrante o extranjero/a)",Alquiler informal / anticrético,False,False,True,False,False,,Superior o universitario completo y más,No,,,,,,,,,,Trabaja,Circuito de trabajo asalariado clásico,Sí,,,,,,,Sí,Sí,,No,False,False,False,False,False,False,False,False,True,,No,No,Sí,False,False,False,True,False,False,,No,True,True,False,False,No,,Empeorada,0.23287,1.30217
2020,318,No,No sé,11/04/2020,30-44,Venezuela,Mujer,Español / Castellano,Español / Castellano,Descendencia Indígena,AMBA,Hasta 5 años,no,0,0,0,1,0,0,"No, no tengo hijos",,,,,,,Obra social (incluye PAMI),No,False,True,False,False,,,Alguna vez,False,False,False,True,False,True,,Si,No,"No, no he tenido dificultades",False,False,False,False,False,False,4.0,No,"Sí, con una persona nacida en otro país (migrante o extranjero/a)",Alquiler con contrato formal,False,False,True,False,False,,Superior o universitario completo y más,No,,,,,,,,,,Trabaja,,Sí,,,,,,,Sí,No sé,,,,,,,,,,,,,Prefiero no responder,,,,,,,,,,,,,,,Prefiero no responder,,,0.12429,0.69503
2020,319,No,No sé,11/04/2020,18-29,Venezuela,Mujer,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,si,1,0,0,1,1,0,"No, no tengo hijos",,,,,,,Ninguna,No,True,False,True,False,,,Alguna vez,False,False,False,True,False,False,,No,No,"Sí, no pude sacar turno o me lo postergaron",True,False,False,False,False,False,11.0,No,"Sí, con una persona nacida en Argentina",Alquiler informal / anticrético,False,True,True,False,False,,Secundario completo,Sí,False,True,False,False,False,False,False,False,True,Solo estudia,Circuito de trabajo asalariado clásico,Sí,,False,True,False,True,,Sí,Sí,,No,,,,,,,,,,,No,Sí,No,,,,,,,,No,True,True,False,False,No,,Empeorada,0.25752,1.44005
2020,320,No,No,11/03/2020,18-29,Venezuela,Varón,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,no,1,0,0,1,0,0,"No, no tengo hijos",,,,,,,Ninguna,No,True,False,False,False,,,Nunca,True,False,False,False,False,False,,Si,Prefiero no responder,"Sí, no pude sacar turno o me lo postergaron",True,False,False,False,False,False,2.0,No,"Sí, con una persona nacida en otro país (migrante o extranjero/a)",Alquiler con contrato formal,True,False,False,False,False,,Secundario completo,Sí,False,False,True,False,False,False,False,False,True,Trabaja,Circuito de la economía de la información y conocimiento,Sí,,,,,,,Sí,Sí,,No,,,,,,,,,,,No,No,No,,,,,,,,No,False,True,False,False,No,,Empeorada,0.48249,2.69801
2020,321,No,No,11/03/2020,30-44,Venezuela,Varón,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,si,0,0,1,0,0,0,"Sí, nacidos en otro país",Sí,False,False,False,False,,Ninguna,No,True,False,False,False,,,Alguna vez,False,False,False,True,False,False,,No,Sí,"Sí, me falta documentación de mi país de origen para completar el trámite",False,False,True,False,False,False,12.0,No,"Sí, con una persona nacida en otro país (migrante o extranjero/a)",Alquiler informal / anticrético,False,True,False,False,False,,Superior o universitario completo y más,Sí,False,False,False,True,True,False,False,False,False,Trabaja,,No,,False,False,False,True,,Sí,Sí,,No,False,False,False,False,False,False,False,False,True,,No,No,No,,,,,,,,No,True,True,False,False,No,,Mejorada,0.23287,1.30217
2020,322,No,"Sí, a otro país que no es mi país de origen",11/03/2020,30-44,Venezuela,Varón,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,no,0,0,0,1,0,0,"No, no tengo hijos",Sí,,,,,,Ninguna,No,False,True,True,False,,,Nunca,True,False,False,False,False,False,,Si,No,"Sí, no pude sacar turno o me lo postergaron",True,False,False,False,False,False,1.0,No,"Sí, con una persona nacida en otro país (migrante o extranjero/a)",Alquiler con contrato formal,False,True,True,False,False,,Secundario completo,No,,,,,,,,,,Trabaja,,Sí,,False,False,False,True,,Sí,Sí,,"Sí, alguna vez",False,False,False,False,False,True,False,False,False,,No,No,Sí,True,False,False,False,False,False,,No,False,True,False,False,No,,Se mantuvo igual,0.23287,1.30217
2020,323,No,Prefiero no responder,11/03/2020,18-29,Venezuela,Mujer,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,si,0,0,0,1,0,0,"No, no tengo hijos",,,,,,,Ninguna,No,True,False,False,False,,,Nunca,True,False,False,False,False,False,,Si,Prefiero no responder,"No, no he tenido dificultades",False,False,False,False,False,False,18.0,"Sí, otra persona de mi hogar",No tengo cónyuge o pareja,Alquiler informal / anticrético,False,True,True,False,False,,Secundario completo,No,,,,,,,,,,Trabaja,,Sí,,False,False,True,False,,Sí,No,,"Sí, alguna vez",False,False,False,False,False,True,False,False,False,,No,No,No,,,,,,,,No,True,True,True,False,No,,Mejorada,0.25752,1.44005
2020,324,No,No sé,11/03/2020,18-29,Venezuela,Varón,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,no,0,0,1,1,0,0,"No, no tengo hijos",,,,,,,Ninguna,No,True,False,True,False,,,Nunca,True,False,False,False,False,False,,Si,No,"No, no he tenido dificultades",False,False,False,False,False,False,5.0,No,"Sí, con una persona nacida en otro país (migrante o extranjero/a)",Alquiler con contrato formal,False,True,True,False,False,,Secundario completo,Sí,False,False,False,True,False,False,False,False,True,Trabaja,,Sí,,False,False,False,True,,No,Sí,,Sí,False,False,False,False,False,True,False,True,False,,No,No,Sí,True,True,False,False,False,False,,No,True,False,False,False,No,,Mejorada,0.48249,2.69801
2020,325,No,No,11/03/2020,18-29,Venezuela,Varón,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,no,1,0,1,0,0,0,"No, no tengo hijos",Sí,,,,,,Ninguna,No,True,False,False,True,,,Nunca,True,False,False,False,False,False,,No,Prefiero no responder,"Sí, me falta documentación de mi país de origen para completar el trámite",False,False,True,False,False,False,,No,"Sí, con una persona nacida en Argentina",Me lo prestan temporalmente,False,True,False,False,False,,Secundario completo,No,,,,,,,,,,Trabaja,Circuito de la economía de la información y conocimiento,Sí,,,,,,,Sí,Sí,,"Sí, alguna vez",False,False,False,False,True,False,False,False,False,,No,No,Sí,True,False,False,False,False,False,,No,True,False,True,False,Sí,,Se mantuvo igual,0.48249,2.69801
2020,326,No,No,11/03/2020,45-64,Venezuela,Mujer,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,si,0,0,0,0,0,1,"Sí, nacidos en otro país",,,,,,,Ninguna,Sí,True,False,False,True,,,Nunca,True,False,False,False,False,True,,Si,Sí,Otro (especifique),False,False,False,False,False,True,3.0,"Sí, alguno de mis hijos/as",Prefiero no responder,Alquiler informal / anticrético,True,True,False,False,False,,Secundario completo,No,,,,,,,,,,Trabaja,,No,,,,,,,Sí,Sí,,"Sí, alguna vez",False,True,False,False,False,False,False,False,False,,No,No,No,,,,,,,,No,True,True,False,False,No,,Mejorada,0.09319,0.5211
2020,327,No,No sé,11/03/2020,30-44,Venezuela,Varón,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,no,0,0,0,1,0,0,"No, no tengo hijos",,,,,,,Ninguna,No,True,False,False,False,,,Nunca,True,False,False,False,False,False,,Si,Prefiero no responder,"No, no he tenido dificultades",False,False,False,False,False,False,5.0,No,No tengo cónyuge o pareja,Alquiler con contrato formal,False,False,True,False,False,,Secundario completo,No,,,,,,,,,,Trabaja,Circuito de la economía de la información y conocimiento,Sí,,,,,,,Sí,No,,No,False,False,False,False,False,True,False,False,False,,No,No,No,,,,,,,,No,True,False,False,False,No,,Se mantuvo igual,0.23287,1.30217
2020,328,No,No,11/03/2020,30-44,Venezuela,Varón,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,no,1,1,0,1,0,1,"No, no tengo hijos",,,,,,,Ninguna,No,True,False,False,False,,,Nunca,True,False,False,False,False,False,,Si,No,"No, no he tenido dificultades",False,False,False,False,False,False,1.0,No,"Sí, con una persona nacida en otro país (migrante o extranjero/a)",Alquiler con contrato formal,False,False,True,False,False,,Superior o universitario completo y más,No,,,,,,,,,,Trabaja,Circuito de la economía de la información y conocimiento,Sí,,True,False,False,False,,Sí,Sí,,"Sí, alguna vez",False,False,False,False,False,True,False,False,False,,No,No,Sí,True,False,False,False,False,False,,No,False,True,False,False,No,,Empeorada,0.23287,1.30217
2020,329,No,No,11/03/2020,30-44,Venezuela,Mujer,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,no,0,0,0,1,0,0,"Sí, nacidos en otro país",Sí,True,False,False,False,,Ninguna,No,True,False,False,False,,,Nunca,True,False,False,False,False,False,,Si,No,"No, no he tenido dificultades",False,False,False,False,False,False,0.0,No,Prefiero no responder,Alquiler con contrato formal,False,True,True,False,False,,Superior o universitario completo y más,No,,,,,,,,,,Trabaja,,No,,True,False,False,True,,Sí,Sí,,No,False,False,False,False,False,False,False,True,False,,No,No,Sí,False,False,False,False,False,True,,No,False,True,False,False,No,,Empeorada,0.12429,0.69503
2020,330,No,No sé,11/03/2020,30-44,Venezuela,Otro género,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,no,0,0,1,1,0,0,"No, no tengo hijos",,,,,,,Ninguna,Sí,True,False,True,False,,,Frecuentemente,False,True,False,False,True,False,,Si,No,"No, no he tenido dificultades",False,False,False,False,False,False,5.0,No,"Sí, con una persona nacida en otro país (migrante o extranjero/a)",Alquiler con contrato formal,False,False,True,False,False,,Superior o universitario completo y más,No,,,,,,,,,,Trabaja,,Sí,,False,True,False,True,,Sí,Sí,,Sí,True,True,False,False,True,True,True,True,False,,No,No,Sí,True,False,False,False,False,False,,No,False,True,True,False,No,,Empeorada,0.1757,0.98251
2020,331,No,No,11/03/2020,45-64,Venezuela,Mujer,Español / Castellano,Español / Castellano,Ninguna de las anteriores,Región Pampeana,Hasta 5 años,si,0,0,0,1,1,0,"Sí, nacidos en otro país",,,,,,,Ninguna,No,True,False,False,False,,,Nunca,True,False,False,False,False,False,,Si,No,"No, no he tenido dificultades",False,False,False,False,False,False,2.0,No,Prefiero no responder,Alquiler con contrato formal,False,False,True,False,False,,Superior o universitario completo y más,No,,,,,,,,,,Trabaja,,No,,True,True,False,False,,No,Sí,,No,,,,,,,,,,,No,No,No,,,,,,,,No,False,True,False,False,No,,Empeorada,0.0817,0.45684
2020,332,No,"Sí, a otro país que no es mi país de origen",11/03/2020,18-29,Venezuela,Mujer,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,si,0,0,1,1,0,0,"No, no tengo hijos",,,,,,,Obra social (incluye PAMI),No,True,True,False,False,,,Alguna vez,False,False,False,True,True,False,,Si,Prefiero no responder,"No, no he tenido dificultades",False,False,False,False,False,False,1.0,No,"Sí, con una persona nacida en otro país (migrante o extranjero/a)",Alquiler con contrato formal,True,False,False,False,False,,Secundario completo,No,,,,,,,,,,Trabaja,Circuito de la economía de la información y conocimiento,Sí,,,,,,,Sí,No sé,,,,,,,,,,,,,Prefiero no responder,,,,,,,,,,,,,,,Prefiero no responder,,,0.25752,1.44005
2020,333,Si,No sé,11/03/2020,18-29,Venezuela,Otro género,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,no,1,1,1,1,0,0,"No, no tengo hijos",,,,,,,Obra social (incluye PAMI),No,True,False,False,False,,,Alguna vez,False,False,True,True,False,False,,No,No,"Sí, no pude sacar turno o me lo postergaron",True,False,False,False,False,False,3.0,"Sí, otra persona de mi hogar",No tengo cónyuge o pareja,Alquiler con contrato formal,False,True,True,False,False,,Superior o universitario completo y más,No,,,,,,,,,,Trabaja,Circuito de trabajo asalariado clásico,No,,True,False,False,True,,Sí,No,,Sí,False,False,True,False,False,False,True,True,False,,"Sí, alguna vez",Sí,No,,,,,,,,No,True,True,False,False,Sí,,Empeorada,0.36404,2.0357
2020,334,No,"Sí, a otro país que no es mi país de origen",11/03/2020,18-29,Venezuela,Varón,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,si,1,0,0,1,0,0,"No, no tengo hijos",,,,,,,Obra social (incluye PAMI),No,False,False,False,True,,,Nunca,True,False,False,False,False,False,,Si,No,"No, no he tenido dificultades",False,False,False,False,False,False,2.0,No,No tengo cónyuge o pareja,Alquiler con contrato formal,True,True,False,False,False,,Secundario completo,Sí,False,False,True,False,True,False,False,False,False,Trabaja,,Sí,,,,,,,Sí,No sé,,,,,,,,,,,,,Prefiero no responder,,,,,,,,,,,,,,,Prefiero no responder,,,0.48249,2.69801
2020,335,No,"Sí, a mí país de origen",11/03/2020,65+,Venezuela,Varón,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,no,0,0,1,1,1,0,"Sí, nacidos en otro país",No,,,,,,Ninguna,Sí,True,False,False,False,,,Nunca,True,False,False,False,False,False,,No,No,"No, no he tenido dificultades",False,False,False,False,False,False,1.0,No,"Sí, con una persona nacida en otro país (migrante o extranjero/a)",Alquiler con contrato formal,False,True,True,False,False,,Superior o universitario completo y más,No,,,,,,,,,,Trabaja,Circuito de trabajo autónomo,No,,False,True,False,False,,Sí,Sí,,No,,,,,,,,,,,No,No,Sí,True,False,False,True,False,False,,No,False,True,False,False,No,,Empeorada,0.31846,1.78081
2020,336,Si,"Sí, a mí país de origen",11/03/2020,30-44,Venezuela,Varón,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,no,1,0,1,0,0,0,"No, no tengo hijos",,,,,,,Prepaga o seguro privado,Sí,False,False,False,True,,,Nunca me atendí,True,False,False,False,False,False,,Si,No,"No, no he tenido dificultades",False,False,False,False,False,False,0.0,No,No tengo cónyuge o pareja,Alquiler con contrato formal,False,True,False,False,False,,Superior o universitario completo y más,No,,,,,,,,,,Trabaja,Circuito de la economía de la información y conocimiento,No,,False,True,False,False,,Sí,No,,Sí,False,True,False,False,True,True,False,False,False,,No,No,Sí,False,True,False,False,False,False,,No,False,True,False,False,No,,Empeorada,0.23287,1.30217
2020,337,No,No sé,11/03/2020,30-44,Venezuela,Varón,Español / Castellano,Español / Castellano,Ninguna de las anteriores,AMBA,Hasta 5 años,no,0,0,0,1,0,0,"Sí, nacidos en otro país",Sí,True,False,False,False,,Obra social (incluye PAMI),No,True,False,False,False,,,Nunca,True,False,False,False,False,False,,Si,No,"No, no he tenido dificultades",False,False,False,False,False,False,4.0,No,"Sí, con una persona nacida en otro país (migrante o extranjero/a)",Alquiler con contrato formal,False,False,True,False,False,,Superior o universitario completo y más,No,,,,,,,,,,Trabaja,Circuito de la economía de la información y conocimiento,Sí,,False,True,False,False,,Sí,No,,No,True,False,False,False,False,True,False,False,True,,No,No,No,,,,,,,,No,True,False,False,False,No,,Se mantuvo igual,0.15306,0.85591
2020,338,No,No sé,11/03/2020,30-44,Venezuela,Mujer,Español / Castellano,Español / Castellano,Afrodescendiente,Región Pampeana,Hasta 5 años,si,0,0,0,0,1,0,"No, no tengo hijos",,,,,,,Ninguna,No,True,False,False,False,,,Nunca,True,False,False,False,False,True,,No,No,"No, no he tenido dificultades",False,False,False,False,False,False,1.0,No,"Sí, con una persona nacida en Argentina",Alquiler informal / anticrético,False,False,True,False,False,,Hasta secundario incompleto,No,,,,,,,,,,Trabaja,Circuito de economía de los cuidados,No,,False,True,True,False,,No,No,,No,False,False,False,False,False,False,False,False,True,,No,No,Sí,False,False,False,True,False,False,,No,True,False,False,False,No,,Empeorada,0.0817,0.45684
